epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,162.134,2.0919,2.48136,1.89095,0.16828,0.15003,0.12701,0.05593,2.66802,25.2529,2.9818,0.0850743,0.00165842,0.00165842
2,315.936,2.09253,2.08676,1.93956,0.44461,0.22086,0.28678,0.10857,2.6141,16.8748,2.77518,0.0700216,0.00327244,0.00327244
3,469.334,2.0492,1.98227,1.91956,0.72254,0.37792,0.45317,0.2143,2.15886,6.09929,2.18088,0.0549162,0.00483368,0.00483368
4,620.685,1.92106,1.75496,1.82184,0.75099,0.49271,0.57473,0.29446,1.73274,1.93225,1.73293,0.039758,0.00634214,0.00634214
5,770.791,1.8619,1.64554,1.75943,0.65913,0.46428,0.52211,0.27633,1.79756,3.05602,1.77244,0.024547,0.00779783,0.00779783
6,923.007,1.85245,1.61084,1.74722,0.72356,0.51722,0.62905,0.33253,1.75671,1.6738,1.70922,0.00928324,0.00920074,0.00920074
7,1071.96,1.83041,1.60806,1.73405,0.7111,0.55148,0.62698,0.32913,1.70016,1.48547,1.67977,0.00905,0.00905,0.00905
8,1221.3,1.78609,1.49373,1.70312,0.74653,0.58654,0.65467,0.33542,1.75087,1.50949,1.74838,0.00889167,0.00889167,0.00889167
9,1374.14,1.76433,1.46273,1.68941,0.74454,0.6367,0.71391,0.40293,1.58286,1.32049,1.60674,0.00873333,0.00873333,0.00873333
10,1522.87,1.72039,1.41104,1.6405,0.86316,0.62382,0.71683,0.38337,1.64309,1.36689,1.61629,0.008575,0.008575,0.008575
11,1675.19,1.69837,1.34945,1.62907,0.74654,0.6823,0.72329,0.4126,1.5807,1.13995,1.60061,0.00841667,0.00841667,0.00841667
12,1822.7,1.66993,1.29795,1.60998,0.75884,0.64255,0.7087,0.39524,1.5577,1.19746,1.57586,0.00825833,0.00825833,0.00825833
13,1972.41,1.67061,1.31367,1.61706,0.74497,0.68686,0.72351,0.42266,1.52452,1.15016,1.57089,0.0081,0.0081,0.0081
14,2121.32,1.63381,1.26532,1.58647,0.80932,0.67386,0.73567,0.4009,1.58114,1.10617,1.56436,0.00794167,0.00794167,0.00794167
15,2273.24,1.62089,1.22749,1.5726,0.75787,0.71607,0.75203,0.44927,1.49441,1.05019,1.54426,0.00778333,0.00778333,0.00778333
16,2423.14,1.6133,1.21736,1.58068,0.7744,0.72567,0.7712,0.45202,1.45474,1.01802,1.52189,0.007625,0.007625,0.007625
17,2571.07,1.61761,1.19565,1.56645,0.82731,0.70339,0.76129,0.44655,1.49029,1.09979,1.5401,0.00746667,0.00746667,0.00746667
18,2720.87,1.59045,1.18238,1.54915,0.81296,0.71994,0.7716,0.44817,1.47208,1.02732,1.52439,0.00730833,0.00730833,0.00730833
19,2869.85,1.57449,1.15086,1.53842,0.77947,0.74212,0.77829,0.45245,1.50764,1.00765,1.53059,0.00715,0.00715,0.00715
20,3017.61,1.55678,1.13199,1.52664,0.74044,0.72714,0.75999,0.45,1.44508,0.99222,1.48926,0.00699167,0.00699167,0.00699167
21,3163.12,1.54726,1.12392,1.50441,0.82064,0.73688,0.80075,0.49117,1.39262,0.93925,1.4581,0.00683333,0.00683333,0.00683333
22,3309.85,1.53125,1.10013,1.50113,0.8022,0.75559,0.79179,0.48534,1.40217,0.93488,1.45846,0.006675,0.006675,0.006675
23,3457.24,1.53999,1.10394,1.50762,0.83686,0.75831,0.7876,0.4796,1.40056,0.92316,1.46559,0.00651667,0.00651667,0.00651667
24,3605.69,1.53792,1.08638,1.50866,0.86119,0.73984,0.80487,0.49537,1.37991,0.90555,1.44489,0.00635833,0.00635833,0.00635833
25,3755.05,1.51406,1.07084,1.4786,0.81608,0.67482,0.74208,0.44442,1.45222,1.03757,1.49709,0.0062,0.0062,0.0062
26,3903.09,1.50553,1.06734,1.47805,0.83141,0.76446,0.80542,0.49445,1.36749,0.89958,1.44174,0.00604167,0.00604167,0.00604167
27,4049.43,1.49953,1.05132,1.48312,0.81467,0.77393,0.81197,0.50573,1.3647,0.87168,1.44029,0.00588333,0.00588333,0.00588333
28,4199.37,1.48548,1.03673,1.47456,0.82508,0.76165,0.81462,0.50317,1.37808,0.8588,1.44402,0.005725,0.005725,0.005725
29,4346.36,1.49311,1.02648,1.47249,0.85676,0.75702,0.81827,0.49984,1.36813,0.85941,1.42729,0.00556667,0.00556667,0.00556667
