epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,188.581,1.96281,2.18185,1.72223,0.66705,0.46024,0.49089,0.21478,1.90768,3.40966,1.84371,0.0755249,0.00039797,0.00039797
2,364.376,1.90912,1.73757,1.68595,0.42808,0.46229,0.43555,0.21066,1.94353,8.16776,1.88697,0.0509117,0.000784803,0.000784803
3,541.485,1.82477,1.56406,1.62506,0.81103,0.63228,0.70771,0.3597,1.68439,1.36177,1.58006,0.0262853,0.00115844,0.00115844
4,711.078,1.79391,1.50128,1.60562,0.77809,0.51646,0.66299,0.34277,1.62926,3.06026,1.58268,0.00164577,0.00151887,0.00151887
5,880.414,1.76896,1.4415,1.57698,0.85292,0.69657,0.7914,0.43146,1.58968,1.07376,1.54562,0.0014944,0.0014944,0.0014944
6,1049.96,1.7104,1.35521,1.54703,0.85289,0.5909,0.70085,0.39234,1.55546,1.14946,1.49914,0.001468,0.001468,0.001468
7,1223.57,1.68445,1.31617,1.52626,0.84437,0.69297,0.79267,0.43531,1.45336,1.02949,1.43646,0.0014416,0.0014416,0.0014416
8,1397.33,1.6561,1.25896,1.50155,0.84068,0.77469,0.80772,0.46521,1.40363,0.90481,1.40678,0.0014152,0.0014152,0.0014152
9,1570.72,1.63409,1.20961,1.48452,0.74706,0.75175,0.77229,0.45876,1.36844,0.89837,1.37697,0.0013888,0.0013888,0.0013888
10,1750.7,1.62042,1.19884,1.4769,0.88872,0.67593,0.80263,0.4897,1.35339,0.92747,1.36332,0.0013624,0.0013624,0.0013624
11,1925.52,1.58935,1.14938,1.45157,0.84502,0.77935,0.83865,0.50716,1.34878,0.83495,1.37207,0.001336,0.001336,0.001336
12,2091.41,1.58162,1.13036,1.44281,0.82108,0.76736,0.79573,0.48931,1.34377,0.87395,1.39014,0.0013096,0.0013096,0.0013096
13,2259.67,1.55349,1.09047,1.42454,0.82405,0.8029,0.82071,0.50202,1.34747,0.83493,1.36537,0.0012832,0.0012832,0.0012832
14,2431.67,1.5461,1.07534,1.41377,0.8264,0.78774,0.83822,0.52279,1.3139,0.81289,1.34504,0.0012568,0.0012568,0.0012568
15,2603.83,1.54766,1.06939,1.4153,0.83935,0.77124,0.8115,0.49262,1.30833,0.86353,1.34356,0.0012304,0.0012304,0.0012304
16,2779.39,1.53808,1.05395,1.41467,0.79018,0.77675,0.8108,0.49966,1.31958,0.85227,1.33101,0.001204,0.001204,0.001204
17,2948.06,1.52585,1.04065,1.40598,0.8385,0.81054,0.84714,0.51723,1.32282,0.81397,1.3336,0.0011776,0.0011776,0.0011776
18,3116.84,1.49391,1.01461,1.38278,0.85978,0.81681,0.85209,0.53801,1.29019,0.75248,1.32531,0.0011512,0.0011512,0.0011512
19,3283.95,1.50916,1.01575,1.39007,0.85722,0.82253,0.84936,0.53779,1.29205,0.74389,1.33092,0.0011248,0.0011248,0.0011248
20,3450.73,1.50179,0.99794,1.38484,0.85051,0.82667,0.85593,0.53136,1.28261,0.75288,1.30324,0.0010984,0.0010984,0.0010984
21,3619.08,1.47305,0.98538,1.36546,0.83161,0.85886,0.86091,0.55187,1.26292,0.74942,1.30109,0.001072,0.001072,0.001072
22,3790.08,1.47413,0.97404,1.36399,0.83189,0.83666,0.86395,0.54382,1.29657,0.71716,1.3182,0.0010456,0.0010456,0.0010456
23,3961.73,1.44812,0.95112,1.35244,0.8486,0.82288,0.85424,0.53772,1.25718,0.72848,1.28761,0.0010192,0.0010192,0.0010192
24,4130.7,1.45833,0.93631,1.34876,0.85434,0.80609,0.86462,0.56211,1.24433,0.70984,1.27817,0.0009928,0.0009928,0.0009928
25,4298.6,1.44596,0.94486,1.34596,0.83176,0.84278,0.86604,0.55121,1.23986,0.70009,1.27783,0.0009664,0.0009664,0.0009664
26,4471.26,1.44069,0.93854,1.3355,0.84104,0.84974,0.87642,0.56208,1.24489,0.69305,1.27041,0.00094,0.00094,0.00094
27,4639.31,1.44735,0.92869,1.33869,0.84724,0.84076,0.87594,0.56014,1.25159,0.69725,1.2886,0.0009136,0.0009136,0.0009136
