epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,7191.12,1.32923,0.85571,1.31339,0.84628,0.80858,0.84676,0.56698,1.24549,0.69224,1.30185,0.000674333,0.000674333,0.000674333
43,7357.75,1.33935,0.87222,1.32527,0.84143,0.80815,0.84294,0.55852,1.25684,0.72836,1.30545,0.000642,0.000642,0.000642
44,7526.72,1.323,0.84757,1.31597,0.85647,0.79659,0.84562,0.56242,1.23125,0.71524,1.30254,0.000609667,0.000609667,0.000609667
45,7696.82,1.31524,0.84623,1.31834,0.84227,0.81544,0.85543,0.56728,1.22977,0.69218,1.29117,0.000577333,0.000577333,0.000577333
46,7866.29,1.31134,0.83207,1.31566,0.8232,0.82605,0.85147,0.56513,1.23285,0.69877,1.29132,0.000545,0.000545,0.000545
47,8035.12,1.29912,0.82823,1.30009,0.85655,0.81014,0.85445,0.5753,1.21489,0.69535,1.27779,0.000512667,0.000512667,0.000512667
48,8206.05,1.29897,0.82287,1.30262,0.84097,0.81542,0.84676,0.57222,1.22014,0.6966,1.28581,0.000480333,0.000480333,0.000480333
49,8376.71,1.29789,0.82201,1.30053,0.85715,0.80745,0.8506,0.57555,1.21253,0.68887,1.27821,0.000448,0.000448,0.000448
50,8544.1,1.29307,0.81823,1.2953,0.86796,0.80144,0.8536,0.56716,1.21814,0.68711,1.28608,0.000415667,0.000415667,0.000415667
51,8689.28,1.2382,0.70397,1.30789,0.85651,0.80675,0.85695,0.57382,1.21773,0.68835,1.27845,0.000383333,0.000383333,0.000383333
52,8831.06,1.22569,0.6932,1.30048,0.84561,0.81955,0.85679,0.5806,1.20215,0.68392,1.27778,0.000351,0.000351,0.000351
53,8971.47,1.21293,0.67431,1.2936,0.85891,0.82071,0.85987,0.58135,1.20339,0.67627,1.27743,0.000318667,0.000318667,0.000318667
54,9111.57,1.2035,0.66974,1.28205,0.85763,0.82688,0.85895,0.5839,1.2019,0.66891,1.27925,0.000286333,0.000286333,0.000286333
55,9249.79,1.18716,0.6604,1.27907,0.86502,0.81245,0.86012,0.58304,1.20234,0.6672,1.27909,0.000254,0.000254,0.000254
56,9389.74,1.18085,0.65247,1.2692,0.85719,0.8172,0.85434,0.58576,1.195,0.66464,1.27336,0.000221667,0.000221667,0.000221667
57,9530.91,1.17144,0.65039,1.26785,0.85268,0.83918,0.86014,0.58967,1.18945,0.66199,1.27095,0.000189333,0.000189333,0.000189333
58,9672.58,1.16716,0.642,1.26503,0.84359,0.83449,0.86157,0.58905,1.18566,0.65587,1.2677,0.000157,0.000157,0.000157
59,9810.79,1.15362,0.63686,1.25231,0.8495,0.8282,0.8597,0.58578,1.18663,0.65372,1.27015,0.000124667,0.000124667,0.000124667
60,9949.82,1.14896,0.63401,1.24336,0.85539,0.81619,0.85638,0.58765,1.18414,0.65323,1.26813,9.23333e-05,9.23333e-05,9.23333e-05
