epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1908.49,1.32811,0.81586,1.29429,0.88202,0.85144,0.88641,0.59966,1.18567,0.64299,1.22696,0.00123742,0.00123742,0.00123742
43,1953.6,1.32039,0.79952,1.28558,0.87431,0.86087,0.88925,0.60626,1.18286,0.62785,1.22221,0.0012237,0.0012237,0.0012237
44,1998.55,1.31564,0.80559,1.28586,0.87897,0.8602,0.89319,0.60809,1.18034,0.62078,1.21909,0.00120997,0.00120997,0.00120997
45,2043.63,1.29617,0.7965,1.27761,0.85489,0.86451,0.89934,0.61226,1.15412,0.62095,1.21237,0.00119625,0.00119625,0.00119625
46,2089.04,1.2973,0.79277,1.27548,0.8864,0.84387,0.90018,0.61714,1.14705,0.61563,1.20101,0.00118253,0.00118253,0.00118253
47,2134.25,1.29929,0.78235,1.28017,0.89374,0.83388,0.89483,0.61992,1.14333,0.62182,1.20004,0.00116881,0.00116881,0.00116881
48,2179.64,1.29829,0.78632,1.28088,0.88571,0.85688,0.90121,0.62101,1.15165,0.61286,1.21315,0.00115509,0.00115509,0.00115509
49,2224.6,1.29479,0.7909,1.27052,0.8929,0.84224,0.89624,0.61862,1.15434,0.6165,1.21108,0.00114137,0.00114137,0.00114137
50,2269.85,1.28392,0.77044,1.26525,0.8927,0.85484,0.89965,0.62093,1.15267,0.60997,1.20216,0.00112764,0.00112764,0.00112764
51,2315.08,1.29697,0.79461,1.2723,0.87715,0.86054,0.89668,0.62714,1.14314,0.60141,1.20265,0.00111392,0.00111392,0.00111392
52,2360.44,1.27225,0.76514,1.25507,0.88744,0.8468,0.9026,0.61656,1.14825,0.59914,1.19856,0.0011002,0.0011002,0.0011002
53,2405.35,1.26719,0.76118,1.25783,0.88968,0.86392,0.90783,0.62539,1.13284,0.59616,1.19284,0.00108648,0.00108648,0.00108648
54,2450.28,1.27139,0.76883,1.25936,0.86883,0.85752,0.89566,0.61995,1.14173,0.59804,1.1975,0.00107276,0.00107276,0.00107276
55,2495.74,1.27793,0.76486,1.25864,0.86137,0.86203,0.89484,0.62005,1.14472,0.61033,1.20151,0.00105904,0.00105904,0.00105904
56,2540.96,1.26328,0.75216,1.25188,0.87843,0.86027,0.9044,0.62884,1.13857,0.59429,1.20211,0.00104532,0.00104532,0.00104532
57,2586.49,1.25627,0.75433,1.24871,0.88104,0.85775,0.90547,0.63225,1.14597,0.5913,1.20642,0.00103159,0.00103159,0.00103159
58,2631.73,1.25062,0.74543,1.24702,0.8619,0.86995,0.90138,0.63129,1.1425,0.5946,1.20153,0.00101787,0.00101787,0.00101787
59,2676.99,1.25324,0.7539,1.24765,0.87022,0.86373,0.9033,0.63196,1.13464,0.59538,1.19307,0.00100415,0.00100415,0.00100415
60,2722.15,1.24741,0.74539,1.24241,0.8749,0.85218,0.90278,0.6279,1.14214,0.59624,1.19633,0.000990429,0.000990429,0.000990429
61,2767.55,1.24448,0.73795,1.23595,0.87459,0.84986,0.89402,0.62408,1.14153,0.5971,1.19882,0.000976708,0.000976708,0.000976708
62,2812.62,1.24216,0.74731,1.24093,0.879,0.84155,0.90033,0.63016,1.13826,0.59124,1.19695,0.000962986,0.000962986,0.000962986
63,2858.05,1.23602,0.74347,1.23936,0.84216,0.87505,0.90138,0.62598,1.13209,0.58967,1.19449,0.000949265,0.000949265,0.000949265
64,2903.09,1.23113,0.74138,1.23782,0.89993,0.84304,0.90394,0.6308,1.12724,0.58536,1.1943,0.000935543,0.000935543,0.000935543
65,2948.37,1.2262,0.73573,1.23619,0.86407,0.86954,0.90625,0.63267,1.13112,0.58898,1.1968,0.000921822,0.000921822,0.000921822
66,2993.31,1.22549,0.72679,1.23465,0.87993,0.86,0.90553,0.64008,1.12817,0.58394,1.19614,0.0009081,0.0009081,0.0009081
67,3038.69,1.21988,0.71821,1.22997,0.89716,0.84912,0.90276,0.63465,1.1227,0.57641,1.19302,0.000894378,0.000894378,0.000894378
68,3083.63,1.21563,0.72363,1.22674,0.89205,0.85275,0.9044,0.63465,1.12021,0.58002,1.1926,0.000880657,0.000880657,0.000880657
69,3129.07,1.21101,0.72427,1.2266,0.88653,0.84981,0.90072,0.63439,1.11935,0.57895,1.19553,0.000866935,0.000866935,0.000866935
70,3174.51,1.21502,0.72151,1.22414,0.8823,0.84693,0.90116,0.63723,1.12338,0.58033,1.19322,0.000853214,0.000853214,0.000853214
71,3219.77,1.20848,0.71192,1.22297,0.88969,0.84307,0.90342,0.63465,1.12635,0.57726,1.19385,0.000839492,0.000839492,0.000839492
72,3264.83,1.20447,0.71018,1.21885,0.87642,0.85845,0.90349,0.63804,1.12536,0.57784,1.19513,0.000825771,0.000825771,0.000825771
73,3309.75,1.19774,0.70675,1.21585,0.86972,0.87105,0.90466,0.63812,1.12239,0.5715,1.19669,0.000812049,0.000812049,0.000812049
74,3355,1.19588,0.70956,1.2128,0.86344,0.87512,0.90335,0.63688,1.12333,0.56894,1.19614,0.000798328,0.000798328,0.000798328
75,3400.39,1.19723,0.70909,1.21388,0.88138,0.85113,0.90669,0.63357,1.11984,0.57166,1.19473,0.000784606,0.000784606,0.000784606
76,3445.3,1.19191,0.70222,1.21267,0.87991,0.85472,0.90669,0.63552,1.11925,0.57291,1.19382,0.000770885,0.000770885,0.000770885
77,3490.32,1.18565,0.69727,1.21483,0.89186,0.84424,0.90557,0.63177,1.12053,0.56941,1.19698,0.000757163,0.000757163,0.000757163
78,3535.88,1.17407,0.69134,1.20437,0.89006,0.84643,0.90383,0.62868,1.12146,0.56895,1.19997,0.000743442,0.000743442,0.000743442
79,3581.41,1.18457,0.69961,1.21356,0.89574,0.84166,0.90255,0.63142,1.12154,0.57145,1.2003,0.00072972,0.00072972,0.00072972
80,3626.23,1.17317,0.68868,1.20532,0.89251,0.84967,0.90451,0.6323,1.12527,0.56897,1.20331,0.000715998,0.000715998,0.000715998
81,3671.33,1.16647,0.69064,1.20419,0.88838,0.84988,0.90749,0.63559,1.1221,0.56751,1.20082,0.000702277,0.000702277,0.000702277
82,3716.78,1.17244,0.69136,1.19683,0.88345,0.85379,0.90809,0.63684,1.1207,0.56975,1.19834,0.000688555,0.000688555,0.000688555
83,3762.07,1.15959,0.68141,1.1941,0.89318,0.85025,0.90841,0.63903,1.11927,0.56929,1.19673,0.000674834,0.000674834,0.000674834
84,3807.01,1.16727,0.68151,1.20039,0.89559,0.84942,0.91142,0.64045,1.11988,0.56766,1.19958,0.000661112,0.000661112,0.000661112
85,3852.1,1.15607,0.686,1.19388,0.8952,0.85307,0.91168,0.63883,1.11446,0.56328,1.19276,0.000647391,0.000647391,0.000647391
86,3897.31,1.16532,0.68619,1.19739,0.88055,0.86707,0.91312,0.64005,1.11118,0.56064,1.19122,0.000633669,0.000633669,0.000633669
87,3943.03,1.16445,0.68225,1.19964,0.88183,0.86715,0.91246,0.64099,1.11187,0.56028,1.19166,0.000619948,0.000619948,0.000619948
88,3988.08,1.15832,0.67474,1.19352,0.88563,0.85959,0.91171,0.64068,1.11159,0.56097,1.1894,0.000606226,0.000606226,0.000606226
89,4033.1,1.15322,0.66654,1.18882,0.89459,0.86533,0.91573,0.64072,1.11322,0.56091,1.19009,0.000592505,0.000592505,0.000592505
90,4078.23,1.14621,0.67082,1.1913,0.89288,0.86063,0.91205,0.64095,1.11108,0.55891,1.19108,0.000578783,0.000578783,0.000578783
91,4123.84,1.14462,0.66564,1.18847,0.88888,0.85976,0.91216,0.64234,1.10835,0.55837,1.19039,0.000565062,0.000565062,0.000565062
92,4169.23,1.14698,0.6758,1.19018,0.88773,0.85864,0.9116,0.64294,1.10687,0.55848,1.19063,0.00055134,0.00055134,0.00055134
93,4214.37,1.14283,0.67083,1.18765,0.89276,0.85945,0.9131,0.64345,1.10536,0.5578,1.18929,0.000537618,0.000537618,0.000537618
94,4259.57,1.14297,0.66587,1.18606,0.89567,0.85792,0.91322,0.64403,1.10368,0.55667,1.18871,0.000523897,0.000523897,0.000523897
95,4305.08,1.1327,0.66452,1.18286,0.89796,0.85685,0.91196,0.64413,1.10349,0.55608,1.18942,0.000510175,0.000510175,0.000510175
96,4350.31,1.12789,0.65474,1.17731,0.89744,0.85473,0.91229,0.64417,1.10288,0.55541,1.18995,0.000496454,0.000496454,0.000496454
97,4395.58,1.12803,0.66139,1.17923,0.89162,0.85968,0.91281,0.64342,1.1013,0.55594,1.18876,0.000482732,0.000482732,0.000482732
98,4440.69,1.12353,0.65096,1.17564,0.89325,0.85221,0.91411,0.64404,1.10242,0.5561,1.18947,0.000469011,0.000469011,0.000469011
99,4486.12,1.12506,0.67119,1.18068,0.89209,0.85378,0.9141,0.64321,1.1034,0.55653,1.19059,0.000455289,0.000455289,0.000455289
100,4531.36,1.12201,0.64972,1.17716,0.88871,0.8671,0.91319,0.64207,1.10467,0.55652,1.19158,0.000441568,0.000441568,0.000441568
101,4576.76,1.11579,0.65191,1.17371,0.88658,0.86053,0.91202,0.64249,1.10524,0.55583,1.19277,0.000427846,0.000427846,0.000427846
102,4621.79,1.11184,0.64212,1.16934,0.88668,0.86305,0.91231,0.64247,1.10572,0.5544,1.19313,0.000414125,0.000414125,0.000414125
103,4666.95,1.12687,0.64933,1.17857,0.88657,0.86173,0.91213,0.64264,1.10527,0.55533,1.19274,0.000400403,0.000400403,0.000400403
104,4711.98,1.1077,0.63925,1.16911,0.88325,0.86218,0.91172,0.64293,1.10393,0.55392,1.19119,0.000386682,0.000386682,0.000386682
105,4757.3,1.11576,0.6437,1.16769,0.87366,0.87286,0.91174,0.64355,1.10391,0.55344,1.19109,0.00037296,0.00037296,0.00037296
106,4802.34,1.10451,0.63791,1.16353,0.88881,0.85991,0.91163,0.64327,1.10423,0.55286,1.19074,0.000359238,0.000359238,0.000359238
107,4847.79,1.10922,0.64783,1.17107,0.89223,0.85754,0.91135,0.64273,1.10363,0.55307,1.19063,0.000345517,0.000345517,0.000345517
108,4893.41,1.11302,0.65,1.17162,0.87835,0.87005,0.91245,0.64181,1.10323,0.55298,1.1902,0.000331795,0.000331795,0.000331795
109,4938.72,1.0952,0.6362,1.16109,0.89202,0.85734,0.91243,0.64242,1.10294,0.55333,1.18986,0.000318074,0.000318074,0.000318074
110,4984.02,1.09892,0.629,1.16368,0.88838,0.8571,0.91033,0.64156,1.10338,0.55358,1.19017,0.000304352,0.000304352,0.000304352
111,5029.01,1.08614,0.62762,1.15971,0.88817,0.85623,0.91047,0.64188,1.10372,0.55411,1.19057,0.000290631,0.000290631,0.000290631
112,5074.31,1.09097,0.6286,1.15964,0.88875,0.86057,0.91095,0.64185,1.10295,0.55499,1.1899,0.000276909,0.000276909,0.000276909
113,5119.55,1.09055,0.63296,1.15853,0.89611,0.8555,0.91088,0.64248,1.10345,0.55408,1.19008,0.000263188,0.000263188,0.000263188
114,5164.89,1.08749,0.6273,1.15665,0.89731,0.85391,0.91078,0.64268,1.1031,0.55333,1.18985,0.000249466,0.000249466,0.000249466
115,5210.32,1.08421,0.624,1.15489,0.89735,0.85423,0.91093,0.64352,1.1035,0.55312,1.1904,0.000235745,0.000235745,0.000235745
116,5255.22,1.07563,0.6205,1.155,0.89759,0.85478,0.91075,0.64444,1.10381,0.55355,1.1902,0.000222023,0.000222023,0.000222023
117,5300.58,1.08686,0.62895,1.15926,0.90074,0.85489,0.91064,0.64431,1.10355,0.55391,1.18982,0.000208302,0.000208302,0.000208302
118,5345.71,1.07112,0.61722,1.15037,0.90004,0.85443,0.91066,0.64407,1.10319,0.55338,1.18966,0.00019458,0.00019458,0.00019458
119,5390.95,1.07207,0.61803,1.1476,0.89999,0.85413,0.91052,0.6446,1.10296,0.55275,1.18979,0.000180858,0.000180858,0.000180858
120,5436.05,1.08218,0.61759,1.15478,0.89863,0.85522,0.91063,0.64505,1.10217,0.55287,1.18959,0.000167137,0.000167137,0.000167137
121,5483.18,1.02641,0.52954,1.16719,0.90097,0.85462,0.91096,0.64498,1.1023,0.55267,1.18951,0.000153415,0.000153415,0.000153415
122,5527.43,1.01084,0.52249,1.15946,0.90275,0.8542,0.91057,0.64504,1.10185,0.5524,1.18929,0.000139694,0.000139694,0.000139694
123,5571.7,1.00697,0.5217,1.15494,0.90251,0.8551,0.90992,0.64494,1.10203,0.55219,1.18933,0.000125972,0.000125972,0.000125972
124,5615.72,0.99121,0.50787,1.1462,0.90299,0.8553,0.91036,0.64492,1.10194,0.55204,1.18926,0.000112251,0.000112251,0.000112251
125,5659.73,0.9946,0.50937,1.15013,0.90308,0.85586,0.91019,0.64512,1.10215,0.55172,1.18916,9.85292e-05,9.85292e-05,9.85292e-05
126,5704.02,0.99074,0.50952,1.14607,0.90269,0.85638,0.91027,0.64488,1.10228,0.55219,1.18905,8.48077e-05,8.48077e-05,8.48077e-05
127,5748.12,0.98707,0.50532,1.14341,0.90031,0.85788,0.91035,0.64512,1.10223,0.55222,1.18906,7.10862e-05,7.10862e-05,7.10862e-05
128,5792.25,0.98006,0.50417,1.14038,0.90181,0.85757,0.91081,0.64543,1.10234,0.55226,1.18906,5.73646e-05,5.73646e-05,5.73646e-05
129,5836.43,0.97467,0.50004,1.13768,0.90176,0.85722,0.91079,0.64539,1.10245,0.55247,1.189,4.36431e-05,4.36431e-05,4.36431e-05
130,5880.42,0.97815,0.50157,1.1363,0.90145,0.85721,0.91102,0.64538,1.102,0.55268,1.18861,2.99215e-05,2.99215e-05,2.99215e-05
