epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6825.86,1.4156,0.96436,1.43286,0.8386,0.78777,0.82447,0.53128,1.27579,0.78438,1.38408,0.00307974,0.00307974,0.00307974
43,6988.74,1.40397,0.97217,1.42534,0.86026,0.78462,0.82446,0.53169,1.28197,0.77617,1.38511,0.00292315,0.00292315,0.00292315
44,7147.39,1.40155,0.96858,1.42303,0.8563,0.77676,0.82101,0.53474,1.26388,0.78326,1.38112,0.00276656,0.00276656,0.00276656
45,7308.51,1.40305,0.95797,1.42478,0.83414,0.79781,0.8271,0.536,1.28458,0.76912,1.38476,0.00260997,0.00260997,0.00260997
46,7469.88,1.39578,0.95362,1.4149,0.85736,0.77751,0.82451,0.53366,1.27445,0.76303,1.36749,0.00245337,0.00245337,0.00245337
47,7629.3,1.37461,0.93825,1.39777,0.83337,0.79703,0.83092,0.54287,1.25587,0.76417,1.36607,0.00229678,0.00229678,0.00229678
48,7791.68,1.39107,0.94336,1.41061,0.86241,0.78548,0.82768,0.53627,1.25745,0.76688,1.36903,0.00214019,0.00214019,0.00214019
49,7953.44,1.38175,0.94004,1.41084,0.85703,0.79345,0.833,0.54372,1.25937,0.75677,1.36086,0.0019836,0.0019836,0.0019836
50,8114.46,1.36959,0.92422,1.39958,0.84917,0.79184,0.83455,0.54901,1.25125,0.74519,1.35214,0.00182701,0.00182701,0.00182701
51,8259.6,1.31386,0.79785,1.42463,0.86243,0.79776,0.8405,0.54792,1.25382,0.74493,1.35407,0.00167042,0.00167042,0.00167042
52,8400.37,1.29849,0.77442,1.41021,0.87006,0.80231,0.83955,0.55574,1.23478,0.73417,1.34383,0.00151383,0.00151383,0.00151383
53,8541.26,1.28347,0.76274,1.40187,0.85913,0.81087,0.84442,0.55911,1.22217,0.72667,1.34139,0.00135723,0.00135723,0.00135723
54,8684.47,1.27164,0.7567,1.39875,0.85403,0.7946,0.84128,0.56139,1.22348,0.72293,1.34068,0.00120064,0.00120064,0.00120064
55,8827.8,1.25745,0.74854,1.39298,0.8575,0.79478,0.84131,0.55824,1.21657,0.72053,1.33713,0.00104405,0.00104405,0.00104405
56,8970.79,1.25379,0.73806,1.37831,0.85128,0.82053,0.84722,0.56583,1.21608,0.71281,1.3332,0.000887458,0.000887458,0.000887458
57,9114.53,1.25332,0.73475,1.37817,0.86691,0.81072,0.85171,0.56923,1.20916,0.71058,1.3336,0.000730867,0.000730867,0.000730867
58,9257.58,1.23931,0.72144,1.37139,0.86942,0.80555,0.84886,0.56792,1.21248,0.70949,1.33172,0.000574275,0.000574275,0.000574275
59,9397.41,1.2249,0.71595,1.35721,0.87963,0.79894,0.84987,0.57204,1.21201,0.70739,1.33326,0.000417683,0.000417683,0.000417683
60,9537.29,1.22536,0.71697,1.35664,0.88622,0.79729,0.85042,0.57123,1.2062,0.70944,1.32689,0.000261092,0.000261092,0.000261092
